id,PageRankRank,T0PRRank,T1PRRank,T2PRRank,T3PRRank,T4PRRank,T5PRRank,T6PRRank,T7PRRank,T8PRRank,T9PRRank
5610,6801,4891,2696,7624,774,489,5538,2502,5855,1801,5502
2698,6802,4890,2697,7623,4418,7063,1051,6470,4682,7149,4223
4692,6803,4887,2700,7619,1908,5401,2252,5172,1654,6552,3807
7074,6804,4886,1896,5444,2255,5207,2635,7835,3684,8251,3340
7075,6805,4885,1897,5443,2371,5286,2574,7684,3618,8313,3241
4970,6806,4884,2805,8184,3085,8136,667,5663,2515,5616,1274
5189,6807,1904,5544,1942,5534,1492,4622,7116,5194,2342,7843
5188,6808,1903,5545,1941,5535,1493,4621,7117,5193,2343,7842
4634,6809,4883,2806,8183,3080,1433,4962,1829,2147,369,5534
5005,6810,4881,2910,8151,3177,8342,3309,7997,2074,5273,2536
8545,6811,4880,2911,8150,3171,8347,3304,8002,2165,1580,4690
4874,6813,4878,2913,8237,1966,5414,2231,5480,2851,5484,2402
4875,6812,4879,2912,8236,1965,5416,2241,5183,7311,4565,2030
5167,6814,4877,2915,8238,3221,8270,1070,6393,2754,1483,4603
7540,6815,4850,2900,642,6423,3843,6508,4046,7999,3994,7285
261,6816,4849,1927,5358,2393,5296,2593,7666,3634,8352,3270
3265,6818,4822,2932,896,6458,3784,6566,3756,8162,3701,6566
3266,6817,4848,2901,897,6457,3785,6565,3757,8185,3628,6865
4328,6819,4821,2933,8299,2720,7831,3494,8064,2114,546,5680
6766,6820,4820,2934,8311,2056,5442,2273,5212,1968,5195,2439
6501,6821,4819,2935,8310,2742,7812,887,6328,2959,1465,4575
4662,6822,4818,2936,8309,1840,4744,2209,5501,2965,7782,2788
3755,6824,1728,5492,1857,5437,2572,7473,3154,2169,5249,2612
3754,6823,1727,5491,1859,5436,2573,7472,3155,2168,5250,2611
1644,6825,1760,5495,1978,1578,5009,1917,4754,7391,3494,6728
1645,6826,1762,5463,1498,1579,5008,1918,4753,7392,3493,6741
939,6828,4811,1873,5435,2382,5276,2583,7676,3624,8307,3245
940,6827,4815,1872,5421,2423,5267,2591,7668,3632,8354,3268
7048,6831,1923,5530,1839,5454,2509,7817,2892,5691,2954,8329
7044,6830,1921,5532,1837,5456,2507,7819,2890,5622,2855,8140
7047,6829,1920,5533,1836,5445,2514,7813,2896,5718,2933,8313
7045,6832,1922,5531,1838,5455,2508,7818,2891,5621,2856,8139
3129,6833,4810,2943,8303,2194,1099,1264,6213,2314,4909,1731
4532,6834,1696,4870,2087,5192,2703,7587,2808,2203,1391,4628
4726,6835,4809,2944,8302,2692,7799,3466,8030,4377,6778,679
3191,6836,4806,2886,8172,1924,5412,1185,1123,6198,2282,7654
3264,6837,4805,2807,8182,3031,8188,3149,8320,2030,5122,2507
6665,6838,1611,4940,2695,7550,2976,8325,3356,1866,6373,360
5239,6839,4804,2885,8173,3035,8185,3152,8317,4087,1606,4726
8363,6840,1925,5529,1843,5450,1480,4633,4048,1948,5160,2415
2817,6841,4803,2829,8221,1670,4650,2017,5435,2485,5610,1264
1027,6842,4802,1914,5370,2313,5102,2562,7754,3606,8324,3280
1294,6844,4824,2946,8300,1671,4649,2018,5434,3087,7893,3411
908,6843,4823,2930,8314,1672,4648,2019,5433,3107,7884,3384
8482,6845,4825,2947,8326,2950,7562,2791,7541,3801,1608,4723
3687,6847,1394,5110,2466,7728,1368,5019,2004,6514,4294,7000
3686,6846,1395,5121,2455,7679,1369,5018,2005,6513,4295,6999
5179,6848,4826,2958,8348,1461,5039,1922,4779,2153,5206,2598
4426,6849,1439,4798,2150,5286,2875,8224,3243,1890,6299,3985
8823,6850,1740,5511,1826,5408,2569,7475,3152,2028,5120,2509
6950,6851,4847,2902,8159,1991,5340,2304,5158,7280,4648,601
3487,6855,4840,2950,8343,2884,7625,2706,7797,1630,6517,3783
3489,6852,4845,2904,8157,3144,8314,3278,7969,1629,6518,3782
3486,6854,4843,2926,8318,2932,7637,2727,7804,1633,6515,3785
3488,6853,4844,2905,8156,3143,8315,3277,7970,1634,6514,3786
2367,6856,1234,4954,2654,7521,1595,4592,7086,5167,2421,1229
3750,6857,4839,2951,8355,2901,7608,985,6296,2585,5638,965
4167,6858,1652,1832,5262,3051,8226,3348,7904,4235,6640,4391
4168,6859,1653,1831,5263,3050,8227,3347,7905,4234,6641,4390
3594,6860,4835,2949,8327,2008,1203,1132,6100,3421,7606,1206
4725,6861,1842,5594,1702,4881,2155,5215,2510,5850,1829,5418
5538,6862,4834,2957,8349,2854,7478,3041,8191,2244,1373,4646
1980,6863,4833,2959,8347,1819,4801,2155,5547,1930,6321,3963
3120,6865,1297,4985,2646,7529,2961,8159,3302,7909,1598,4734
3117,6866,1295,4987,2644,7531,2959,8161,3284,7872,1599,4733
3119,6864,1296,4986,2645,7530,2960,8160,3301,7910,1597,4735
1955,6867,933,6186,466,5824,1871,1040,261,4474,7288,2932
8432,6868,4831,2961,8345,2887,7622,2680,7880,3971,1587,4684
3852,6870,4829,2964,8329,1007,1305,4823,2217,5501,3190,7936
3855,6869,4830,2962,8344,991,1307,4834,2180,5578,2845,8148
1378,6871,1189,5017,2768,7489,3258,7922,3449,2372,5079,2487
1377,6872,1187,5018,2764,7491,3256,7924,3462,2374,5077,2405
3856,6873,4748,2884,8174,3016,8203,3193,8335,2113,5294,1158
4800,6874,4696,7160,3018,8149,1542,4577,7101,5156,2432,7771
4507,6875,4545,7027,1245,4956,2098,5085,1944,6532,4277,7011
2803,6876,1495,4783,2009,5253,2851,8184,3219,879,6124,3943
6313,6877,4695,7161,3017,8150,1488,4625,7114,5196,2340,7845
5006,6878,1849,5589,1921,5607,2596,7510,3106,7787,3316,8023
376,6879,4568,1899,5441,2394,5298,2619,7704,3652,8335,3284
6654,6880,4567,7186,2968,8216,3361,1134,6098,3424,1612,4720
584,6881,4565,1814,5276,3097,8153,3241,8295,4155,6989,4178
2716,6882,4564,1191,4816,2976,7572,2783,7490,3851,8113,673
546,6883,4563,1837,5344,2306,5094,2514,7740,3588,8179,3117
545,6884,4562,1836,5258,3021,8198,3198,8329,4101,7036,4109
2600,6885,1438,4799,2148,2019,5380,2324,5112,1751,6194,3868
5337,6887,4560,7188,2967,8215,3362,8020,3660,2182,1620,4712
5339,6886,4561,7187,2917,7608,2898,8144,3315,2181,1619,4713
7754,6888,4559,7189,2940,471,5650,1691,924,6473,4300,6996
3077,6890,4546,7108,2853,7654,1292,4847,2170,5584,2839,8213
3078,6889,4557,7190,2939,8214,1291,4848,2169,5585,2838,8214
4382,6891,4556,7191,2938,8131,3425,1140,6092,3433,1492,4594
891,6892,4555,1863,5415,2413,5306,2611,7709,3647,8339,3281
892,6893,4554,1862,5416,2429,5233,2669,7889,4247,6629,4402
6445,6894,4553,7192,2937,7904,3548,1131,6101,3435,7626,2678
1802,6896,4551,1689,4669,7119,4363,6941,177,5032,2758,7565
1801,6895,4552,1690,4667,7121,4361,6942,178,5034,2757,7566
1800,6897,4550,1688,4670,7118,4364,6940,179,5037,2744,7575
2845,6898,4549,7111,2849,7657,3056,8259,3390,2057,1629,196
7475,6899,4548,7110,2851,7655,3002,8306,3344,2198,4954,1919
3705,6900,4547,7109,2852,1955,5424,2234,1126,6196,2284,7652
8290,6901,4569,7185,2970,8217,3360,8021,3659,8231,1530,4768
4773,6902,4570,7184,2998,8223,3434,6780,413,2050,5130,2499
4772,6903,4571,7183,2999,8222,3357,8022,455,2049,5131,2498
4635,6904,4572,7182,3001,8220,1479,4634,4632,6896,4732,2173
4718,6905,4593,7170,3011,8156,1256,4867,2208,5507,3184,778
2274,6906,4592,1409,4915,2755,7507,3076,8215,4019,6841,1159
2958,6907,4591,7171,1233,4966,2139,5228,2556,2352,5066,1873
4233,6908,4590,7172,3008,8132,3424,8034,3589,2191,5234,2627
2196,6910,1831,5521,1110,6209,3992,6629,3693,8256,3781,6505
2195,6909,1832,5522,1111,6208,3993,6628,3694,8255,3782,6503
7265,6911,4589,7173,874,1957,5422,2236,5332,2013,5095,2474
8038,6912,1733,5518,1197,5052,2219,5157,2568,5811,2911,8153
3744,6913,1816,5437,1427,1920,5390,708,5593,2784,5325,2404
9206,6914,4588,7174,2997,8224,3435,1028,6491,4610,1544,4785
2106,6915,247,1399,4879,2957,1612,4756,2161,5591,808,6349
6969,6916,4586,7176,3006,8187,3329,8099,3292,1528,6440,3613
4918,6917,1738,5513,1823,5411,1403,4927,1921,6578,4440,7123
3764,6918,4584,7177,3005,8189,3354,8024,3657,2312,4911,1730
6602,6919,4583,7178,1280,4983,2125,5062,2022,5460,1579,4691
2415,6921,4581,1933,5352,2287,5150,2461,5223,2824,5348,2243
2414,6920,4582,1932,5353,2259,5204,2639,7859,3713,8140,3209
126,6922,4580,1924,5360,2372,5285,2575,7683,3619,8312,3242
4830,6923,1524,4727,736,6350,4090,7187,4196,2058,5125,2492
6324,6924,1900,5576,1935,5540,2648,7411,2974,5709,2940,8311
3498,6926,1930,5524,1846,5448,1411,4919,1929,6571,4447,7118
3499,6925,1931,5523,1847,5447,1412,4918,1918,6570,4448,7117
5370,6927,1692,4874,2109,5177,2712,7593,2803,1910,6338,4007
2069,6928,2058,5191,2434,7697,1386,4971,1820,735,4931,1768
1958,6929,4577,1847,5430,2376,5281,2567,7748,3611,8320,3263
1896,6930,4576,1585,4694,1929,5413,2243,5181,7312,4564,2031
4492,6931,4575,7168,3012,8155,3352,1129,6103,3437,1624,5034
2712,6932,4574,7180,3003,8219,3358,1153,6137,3506,8224,3316
3192,6933,4573,702,6214,4676,2371,423,5817,3064,7751,2757
3194,6934,4544,703,6213,4677,2345,399,5897,3178,7824,3461
3316,6935,1624,4930,2704,7543,1089,6163,1253,6289,1949,5144
4215,6937,4543,7028,2877,1999,5336,2307,5126,7353,3479,6742
4216,6936,4507,7002,3169,2000,5335,2308,5125,7354,3478,6726
5606,6938,4517,7050,2906,7616,2922,8126,3299,1813,6359,3597
4998,6939,4516,7039,1290,5062,2211,5163,2592,5795,2924,8322
5307,6940,4515,7025,2878,7580,2975,8326,3343,2190,5235,2626
3429,6941,4514,7024,2879,7579,2977,8324,1173,6356,2129,5176
1861,6942,4513,1855,5422,2424,5239,2666,7863,3710,8279,3329
7927,6943,4512,7023,506,1886,4776,2122,5514,2657,5656,1349
6735,6944,4511,6998,3174,8271,1214,4861,2214,5502,3189,7937
3279,6946,4509,7000,3171,8302,3455,6767,3807,782,6204,3890
3278,6945,4510,6999,3173,8300,3457,6765,3809,925,6039,1625
2342,6949,4505,7004,3166,1931,1466,4943,1906,6542,4423,7136
2341,6948,4495,7011,3159,1932,1467,4911,1880,6419,4324,7036
2340,6947,4506,7003,3167,1933,1468,4791,2273,5255,2526,7511
5126,6950,4504,7005,3165,8332,3482,6810,774,5817,1591,4681
4949,6951,1882,5613,1717,4866,2168,5262,2698,5913,1855,5398
3920,6952,4503,7006,3164,8333,1643,4789,2248,2340,1746,5311
773,6954,4501,1935,5350,2293,5115,2550,7764,3596,8172,3122
772,6953,4502,1936,5349,2286,5151,2460,5224,2823,5349,2242
8993,6955,4500,7007,3163,8334,3481,998,6459,4642,7124,4305
8762,6956,4498,7008,3162,8335,1550,4570,7108,5151,2437,7795
4149,6957,1640,1843,5432,2378,5280,2579,7680,3621,8310,1121
6697,6958,4497,7009,3161,1334,4956,472,5835,2133,5225,2579
999,6959,1058,6269,3827,6619,1655,4779,2225,5542,3095,7948
4853,6960,4496,7010,3160,8336,3480,1191,6043,3097,890,6093
4843,6962,4519,7048,1056,6283,4145,7372,3068,1999,5148,2425
4844,6961,4518,7049,1057,6284,4144,7373,3067,2000,5147,2426
3315,6963,2108,5211,1321,5144,2791,7578,2818,5644,2781,8203
2221,6964,4520,7047,2908,7615,1178,519,6023,2986,7786,891
5681,6965,4542,7029,2876,7581,623,1141,6117,3538,8195,3162
4489,6966,4540,7031,2874,1942,5433,2282,5203,1856,6382,3665
2807,6967,4539,1956,5389,2366,5290,2570,7717,3614,8317,3238
4012,6968,4538,7032,2873,7583,2947,513,6003,3021,7790,344
2407,6969,4537,7033,2872,7584,2946,8168,3234,7957,3870,1133
6809,6971,4535,7035,2870,1028,1331,4992,1857,6385,2051,1037
6808,6970,4536,7034,2871,1022,1330,4993,1856,6407,2078,1035
5475,6972,4534,7036,2869,1930,5415,2242,5182,1990,5181,2453
4164,6973,4533,7037,2868,2037,1030,6032,1336,6070,2153,5182
2879,6974,4532,7026,1008,6128,2891,8180,3222,2156,5230,2603
2880,6975,4531,7038,1007,6129,2841,8192,3211,2155,5229,2590
4445,6976,4530,7040,2890,7571,2985,1162,6128,3560,8151,3140
2397,6977,4529,1905,5436,2383,5275,2584,7674,3626,8329,947
6547,6978,1636,4863,2093,5187,2707,7597,2799,5682,1635,5352
2985,6979,4528,7041,2903,1980,5347,2287,5199,4480,7282,2968
2987,6981,4524,7044,2911,1979,5348,2298,5192,7303,4573,2023
2986,6980,4527,7042,2913,1978,5349,2297,5193,7302,4574,2022
4419,6982,1699,5180,2402,7779,3047,8267,3441,7576,1605,4727
1429,6983,435,5669,1792,5493,2534,7797,2910,5755,2960,214
4253,6984,4523,7045,2910,7613,2920,8128,3325,2206,4949,1835
4254,6985,4522,7046,2909,7614,2921,8127,3300,2207,4948,1754
1214,6986,4594,7169,1015,6123,1711,4676,1151,2472,5598,1319
2209,6987,4595,1907,5376,2345,5135,2476,5268,2709,5388,2234
1411,6988,839,6433,566,2100,5504,2444,5237,2263,4899,1740
3768,6989,4596,1949,5396,2316,5099,2537,7720,3585,8182,3144
3206,6990,1989,5248,1370,5078,2220,5156,2569,1889,6300,3984
3367,6991,4609,7214,2956,8200,1398,4932,1916,6557,4408,6968
4114,6992,4669,7121,2843,7660,3078,8271,3437,2185,5237,2624
4189,6994,4667,7123,2841,7650,636,5657,1373,1607,6590,3774
4188,6993,4668,7122,2842,7661,637,5656,1374,1608,6562,3738
2024,6995,1516,4735,2063,5266,1697,4686,2143,5560,3132,7982
4210,6996,4666,7124,2840,7662,3077,1154,6136,3507,8247,3323
1198,6997,4665,7125,500,2023,5379,2325,5111,2496,5629,1309
2285,6998,1724,5468,1450,4789,2472,7789,2858,5596,2828,8222
2680,6999,840,6432,1318,5121,2762,7544,3122,7776,3325,8014
2679,7000,841,6431,1319,5120,2763,7543,3121,7777,3324,8015
610,7002,4661,1737,5314,3111,8171,3166,8303,4098,7039,4135
611,7001,4662,1738,5301,3170,8348,3303,8003,4352,6745,4363
7712,7003,4660,1739,5315,3108,8174,3163,8306,4095,7042,4132
3064,7004,4659,7127,2863,7589,2915,8132,3322,7897,3912,1146
1718,7005,4658,7128,2915,7610,2896,8146,631,8266,3825,6652
3439,7007,1753,5501,654,6415,3820,6470,4140,8075,3978,7239
3438,7006,1752,5502,653,6416,3819,6472,4138,8077,3976,7241
415,7008,4656,1840,5346,1948,782,6251,1294,6055,2191,5035
414,7010,4654,1842,5433,1947,775,6257,1234,6304,1973,5094
412,7009,4655,1841,5406,1946,778,6255,1334,6071,2152,5156
3187,7011,4653,1902,5440,2392,5269,2589,7670,3630,8332,3287
8509,7012,1874,5621,1684,4860,2346,7653,2745,5925,1614,4718
7217,7013,1875,5619,1708,4863,2294,7759,2928,5747,1610,4722
6315,7014,1843,5593,1703,4880,2156,5214,2511,5849,1351,4963
4526,7015,4652,7129,499,1992,5327,2510,7743,3589,8178,3118
2073,7016,1967,5237,1237,4963,2142,5225,2559,2269,4895,1744
2074,7017,1965,5406,1236,4964,2141,5226,2558,2267,4897,1742
4267,7018,4651,7130,2993,8226,3490,6805,3835,2087,5261,2575
3846,7019,4650,7131,1211,5042,2278,7715,2925,1966,5197,2437
3847,7020,4670,7120,1210,5043,2277,7716,2924,1967,5196,2438
5584,7021,4648,7133,2991,8227,3514,1173,6089,3473,8219,3320
8682,7022,4694,7162,3016,8151,3409,874,6341,2917,1622,5033
6636,7023,4693,7163,3015,8152,3382,8017,3663,8228,1616,4716
1907,7024,1602,4949,2685,7558,1608,4759,2245,5526,3111,7994
2380,7026,4691,7153,818,1615,4692,2117,5518,2616,5695,1628
2381,7025,4692,7164,819,1613,4693,2118,5517,2640,5727,1587
3652,7028,1721,5471,1455,4784,2484,7780,2865,5641,2783,1021
3653,7027,1720,5472,1456,4783,2485,7778,2854,5600,2848,1020
4846,7029,4690,7139,2985,8218,3359,1158,6132,3552,1613,4719
2501,7030,1981,5255,2597,7801,3325,558,5930,3142,7910,3394
4813,7031,1860,5604,1285,4978,2129,5179,2603,5818,1539,4789
1545,7032,4689,7138,2986,1963,1464,962,472,7500,3602,6817
1610,7033,4688,7137,2987,8229,3512,6786,1109,6208,2272,7663
8139,7034,4687,7112,1242,4959,2123,5064,1991,6526,1582,403
6563,7035,4686,7113,2838,7665,3074,8268,3440,934,6031,1561
4020,7036,1757,5497,1893,5587,1528,4650,2119,5430,3011,8251
4019,7037,1756,5498,1891,5575,1527,4651,2118,5431,3013,8250
45,7038,4685,2104,5192,1958,5421,2237,5331,3547,8160,1176
6877,7039,4683,7114,2848,1805,1491,4623,7115,5195,2341,7844
1569,7040,2068,5183,2399,7782,1509,4666,2148,5555,3136,1096
7086,7042,4681,1946,5399,2322,5095,2513,7741,3577,8190,3167
14,7043,4680,1948,5397,2318,5098,2524,7732,3573,8170,3124
7085,7041,4682,1947,5398,2319,5097,2536,7746,3612,8319,3237
57,7044,4679,1963,5382,2358,5208,2623,7700,3655,8331,3288
1303,7045,4678,7115,2847,641,5687,1734,4693,7438,3452,6718
2379,7046,2072,5208,2422,7735,3025,1199,6036,2473,5597,1323
825,7047,4677,7116,2846,2223,5177,2494,1058,6248,2037,5067
3981,7048,1768,5430,1417,5101,2232,5205,2520,5866,1913,5115
6651,7049,4676,7117,2845,7658,3080,1105,6417,2594,1594,4708
8298,7050,4674,7118,1208,5045,2275,7718,2922,2251,4963,1910
5529,7051,858,6476,4461,7068,4245,7344,3037,7837,3618,6847
4088,7052,4647,7134,2990,1989,5343,1032,6487,4651,7117,4312
7215,7054,4645,7136,2988,1906,5403,2250,5174,2270,4894,1745
7213,7053,4646,7135,2989,8228,3513,6769,3805,2271,4893,1746
247,7055,4619,7206,2923,7604,1482,4631,1208,6377,2059,1172
2704,7057,4616,7208,2921,7593,2911,8122,640,1046,6144,3937
2703,7056,4617,7196,2933,7595,2909,8135,639,1045,6145,3936
899,7058,4615,1912,5371,2367,5289,2571,7687,3642,8344,3278
5198,7059,4614,7210,2920,7605,2901,8141,1133,6190,2265,7669
2503,7060,4612,7211,2941,8213,3363,8019,3661,8230,3799,1185
2872,7062,4610,7213,2943,8211,3365,8016,3664,8227,3725,860
2873,7061,4611,7212,2942,8212,3364,8018,3662,8229,3800,859
2052,7065,4607,7216,773,6491,3810,6481,4099,1704,6265,4063
2051,7064,4597,7193,794,6525,3946,6669,3719,1702,6238,4042
2053,7063,4608,7215,774,6490,3811,6480,4115,1703,6263,4033
4691,7066,1411,5108,2468,7726,3085,456,5849,3047,7711,2853
3419,7067,4606,7217,2965,8191,3356,942,6275,2551,5532,2299
5682,7068,4605,7218,1224,5002,1470,4790,2262,5264,2544,7433
3711,7069,1748,5504,1879,5574,2645,7414,3001,2023,5099,2471
3713,7070,1750,5503,1881,5584,2614,7465,3162,2022,5100,2470
6884,7071,4602,7220,2963,8193,3378,8006,3673,2232,4979,1921
3403,7072,4601,7209,1091,6199,3998,6623,3698,2335,5055,1883
5626,7073,4600,7194,2935,7902,3549,1180,6053,3114,1600,4732
1477,7074,4599,2023,1278,4985,1664,4771,2233,5536,3101,7974
3142,7075,4598,7181,3002,1720,1374,5013,2009,6384,2052,5235
3478,7077,4622,7204,2925,7602,2903,422,5818,3066,1636,5351
3479,7076,4620,7205,2924,7603,2902,419,5821,3112,1637,5350
4984,7078,4644,7165,1220,5035,2273,7719,2921,5749,1681,5370
4430,7079,1276,5004,2782,1736,4741,2212,5498,2024,5098,2472
979,7080,4642,1959,5386,2363,5293,2592,7667,3633,8353,3269
981,7081,4641,1960,5385,2362,5294,2580,7679,3622,8309,3243
4234,7082,4640,7166,3013,8154,3380,8004,3675,2145,5213,2591
4323,7083,1863,5620,1706,4877,2158,5212,2513,5848,1832,1029
4465,7084,4639,7167,1248,4953,2100,5084,1945,6531,4278,7010
258,7085,4638,1733,5290,3145,8313,3266,8126,4177,6694,4342
7695,7086,1942,5571,1904,5621,2633,7423,3022,5725,1644,5344
4418,7087,4637,7195,2934,7594,2910,1187,6047,3091,1402,4650
6874,7088,4636,7197,2932,7596,1065,6181,1749,6725,1013,1087
1565,7090,4634,1920,5365,2408,5311,2607,7712,3645,8341,3279
1564,7089,4635,1919,5366,2338,5141,2470,5245,2879,5517,2314
2959,7092,4632,2003,5073,3248,8275,652,5673,2690,5678,1607
2960,7091,4633,2002,5047,3241,8280,658,5670,2545,5538,2295
2700,7093,4631,7198,2931,1986,5346,2299,5191,7304,4572,2024
3540,7094,4630,1808,5282,3151,8307,3282,7965,4205,6722,4321
2565,7095,4629,7199,2930,7597,2908,8137,1111,2274,4889,1778
2566,7096,4628,7200,2929,7598,2906,8139,1112,2275,4877,1818
2564,7097,4627,7201,2928,7599,2894,8147,1110,2273,4891,1748
4990,7098,1871,5624,1222,5003,2259,6455,4154,8065,3936,6622
4054,7099,1862,5605,1686,4861,2295,7758,945,6697,4122,7367
3044,7100,4626,1853,5424,2427,5235,795,5778,3500,8200,3158
2611,7101,4625,1796,5231,3094,8128,3236,8243,4145,6972,4194
4287,7102,4624,7202,2927,7600,2905,1035,1132,6191,2266,7668
5325,7103,4189,7315,3456,2012,5328,2454,5230,2262,4900,1739
4191,7104,4087,6664,4129,6689,4482,7111,4269,2205,4950,1780
4190,7105,4086,6665,4128,6690,4481,7126,4254,2204,4951,1836
1102,7106,4085,1940,5375,2344,5136,2475,5269,2705,5528,2303
871,7108,3550,6815,3083,8167,3344,8060,1186,6346,2139,5167
870,7107,3551,6814,3084,8166,3345,8029,1187,6345,2140,5166
4498,7109,3549,6816,1334,5164,2773,7534,3096,869,5819,1419
2684,7110,3548,6817,3082,2099,1662,4773,2231,1991,5180,2454
2913,7111,1737,5514,1821,5413,2591,7515,3115,2031,5123,2506
4678,7112,3547,6818,1289,5061,2212,5150,2575,2247,4967,1906
4968,7113,1878,5617,1710,4873,2161,5237,2547,5872,1903,5271
3576,7114,3546,6819,3080,1994,5339,2305,5157,1684,6252,4028
5436,7116,3544,6821,3077,8171,1525,4653,2116,5433,1449,4574
5391,7115,3545,6820,3078,8170,1526,4652,2117,5432,3036,8290
4963,7117,3543,6822,3100,8325,1546,4574,7103,5155,2433,7770
4359,7118,3542,6823,3101,8324,3464,1146,6144,2172,1649,5339
4360,7119,3540,6798,3099,8326,3487,1145,6145,2171,1650,5338
4436,7121,3539,6797,3654,6818,1541,4578,7100,5157,2431,7772
4437,7120,3529,6777,4230,7247,1540,4579,7099,5158,2430,7773
5614,7122,3538,6796,3233,8285,3522,6719,3913,2093,5284,2526
4065,7124,3536,6772,4235,7242,3178,7986,3632,2020,5102,2468
4066,7123,3537,6771,4225,7223,4332,7026,4526,2021,5101,2469
2308,7125,3535,6773,4234,7243,3177,1122,6110,3440,7647,2672
3198,7127,1789,5411,670,6402,3831,6460,4149,1017,6009,1691
3197,7126,1790,5410,671,6401,3832,6459,4150,1016,6010,1710
4222,7128,3534,6774,4233,7244,3176,7987,3631,2137,5221,2583
1535,7130,3532,1857,5407,2336,5142,2469,1139,6234,2001,743
1536,7129,3533,1858,5419,2420,5300,2617,1140,6233,2002,746
3140,7131,3531,6775,4232,7245,1625,4745,2087,5408,1511,4756
4610,7132,1706,5485,1870,5595,2606,7501,3187,2166,5252,2610
6311,7133,3530,6776,4231,7246,1549,4571,7135,5179,2356,7830
2619,7134,3552,762,6223,4646,2351,7648,2750,5920,1847,5403
2618,7135,3553,905,6032,4169,7218,4248,7390,4914,2652,7590
1487,7136,3554,1849,5428,2374,5283,2577,7681,3620,8311,641
328,7137,3555,1957,5388,2365,5291,2569,7718,3587,8180,3116
4381,7138,3576,6804,3094,2042,5367,2337,5128,2295,4928,1771
4380,7139,3575,6805,3093,2043,5366,2338,5129,2296,4927,1772
2999,7141,1866,5629,1650,4888,2150,5219,2532,2158,5232,2629
3000,7140,1867,5628,1651,4859,2423,7833,3530,2160,5254,2609
4864,7142,3574,6806,3092,8243,3499,6798,3842,2246,4968,1905
3918,7144,3572,6808,3089,2058,467,5554,2488,5298,2460,7805
3917,7143,3573,6807,3091,2057,464,5555,2487,5592,2832,8219
203,7145,3570,1968,5226,3061,8217,3181,8346,4112,6998,4169
204,7146,3569,1967,5378,2352,5128,2509,7744,3603,8327,3290
2002,7147,3568,1783,5244,3036,8212,3185,1091,6275,1963,5133
2182,7148,3564,1752,5332,3128,1523,4655,2114,5435,3034,8292
1562,7150,1893,1780,5247,3032,8187,3150,8319,4085,7027,4086
1561,7149,1894,1779,5248,3030,8189,3175,8352,4106,7031,4082
1563,7151,1891,1781,5246,3033,8186,3151,8318,4086,7050,4125
3089,7153,3561,1774,5253,3025,8194,3202,8298,578,6870,1187
3090,7152,3562,1775,5252,3026,8193,3203,8268,579,6879,1186
4486,7154,3559,6811,1255,4974,2132,5235,2549,5871,1905,5121
3843,7155,3558,6813,3085,8165,3346,1174,6088,3475,8218,3321
588,7156,3556,1626,4719,2067,5524,2397,5278,2659,5654,1345
3542,7157,3541,6812,3086,8164,3347,8028,3623,2120,1585,4686
2526,7158,3490,1972,4985,2828,7442,3134,8161,4069,7011,1180
1267,7159,3526,6778,4229,1878,4782,2172,5472,2872,5522,2309
6466,7160,1869,5626,1652,4858,2424,7832,3531,7763,1518,4750
3080,7161,3500,6770,4212,7317,3123,1208,6062,3063,7752,2756
3575,7162,3499,6825,3115,1684,4642,1044,6477,4675,7155,4217
7155,7163,1963,5552,1192,5056,2215,5161,2590,5797,1667,5380
790,7164,3498,1825,5269,3043,8234,3341,7911,4254,6622,4077
