id,PageRankRank,T0PRRank,T1PRRank,T2PRRank,T3PRRank,T4PRRank,T5PRRank,T6PRRank,T7PRRank,T8PRRank,T9PRRank
9306,3473,8342,2659,7599,4523,7143,4292,7408,1281,5935,1464
9308,3470,8345,2691,7628,4456,6970,4472,6993,1278,5761,1714
9303,3471,8344,2718,7573,4483,7003,4150,7304,1282,5934,1465
7958,3476,8339,2679,7580,4529,7137,4266,7373,1271,5781,1648
165,3477,8338,301,5881,315,5997,1496,4911,7473,3574,6913
3449,3478,8337,2673,7585,1347,381,5621,2425,5379,3084,7957
389,3479,994,356,686,6332,4106,7198,4364,7160,4547,7093
3314,3480,8336,2726,7536,3537,1335,4988,1861,1394,550,893
4202,3481,8335,726,6192,4681,2318,7720,395,2783,5327,1023
4309,3482,8334,2783,8117,1368,1015,5984,1700,530,7444,3020
8422,3483,1735,5516,228,6056,1714,4688,2141,1942,5166,2410
7144,3484,8333,2782,7875,4258,7373,836,5712,2532,928,5997
619,3485,8331,1447,4564,1753,4818,1858,547,7110,4803,569
6277,3486,499,5838,1482,4820,2405,7847,89,3579,8188,3169
8883,3490,8274,3227,8060,2588,882,6344,4021,7971,3860,6680
8881,3488,8277,3230,8085,2268,880,6346,4019,7973,3858,6682
8884,3489,8302,3142,7892,2303,881,6345,4020,7972,3859,6681
8882,3487,8303,3143,7891,2262,883,6343,4022,7970,3861,6679
2012,3491,8273,414,5491,2606,7701,2905,7611,3892,8048,3526
797,3492,8272,3226,8061,1990,5342,2302,467,7237,4635,1970
6941,3494,8270,3216,8070,1254,6185,3852,6606,4776,7228,626
6943,3496,8268,3250,8101,1256,6183,3867,6591,4788,7243,623
6942,3495,8269,3231,8072,1255,6184,3865,6593,4786,7242,618
6940,3493,8271,3223,8064,1253,6186,3864,6594,4785,7219,624
9298,3498,8266,3239,8110,1180,6240,3883,6520,4589,7393,3064
9296,3497,8267,3241,8108,1178,6242,3866,6592,4787,7218,2961
9297,3499,8265,3238,8111,1179,6241,3966,6688,4452,7363,2911
4242,3500,1216,5051,2757,7499,3250,7930,1149,365,2803,8185
3965,3501,8264,3237,203,6077,1858,5309,2710,5905,1862,74
8664,3502,8263,3236,8112,1169,6250,4048,6630,4705,7075,4286
3585,3503,8262,3131,7903,1232,6147,3959,867,5413,3001,8260
4542,3505,8260,3013,8241,3202,891,6394,3975,8051,3949,806
4543,3504,8261,3015,8266,2771,889,6368,3936,8291,3807,805
7141,3506,8259,3030,1133,6245,4014,6607,3759,1601,1397,4622
704,3507,8258,287,281,243,5987,1328,6155,3512,8244,3298
660,3508,8257,3044,8278,279,6021,1523,5065,7201,4459,7167
5099,3510,8255,3007,8246,3257,7975,3610,6747,4404,778,492
5100,3509,8256,3010,8244,3193,8268,3367,7946,4194,770,499
2192,3511,1754,5500,1887,5579,1660,4775,2229,500,1221,4849
7531,3512,8254,2980,625,6381,4116,7221,4341,7131,4521,7056
354,3513,8253,486,5671,890,6479,3661,6768,4389,6766,4500
2324,3514,8252,2978,8332,2974,1574,4610,957,6776,4210,7304
2281,3516,8251,1238,4803,965,6421,3714,6958,5057,2684,7622
2282,3515,8275,1239,4802,964,6422,3713,6959,5056,2685,7621
8233,3517,8276,3229,8059,2587,7688,768,5747,3390,7686,2817
8232,3518,8278,3277,8022,2666,7880,767,5748,3392,7684,2819
9292,3521,8299,3138,7896,2417,5303,2614,7708,3648,953,6032
9294,3519,8301,3140,7894,2232,5168,2503,5248,2858,954,6031
9293,3520,8300,3139,7895,2388,5271,2588,7671,3628,952,6033
8475,3522,8298,3137,7897,2314,5101,2563,7753,3607,1031,6203
4166,3523,8297,3136,7898,417,5631,1385,4944,1154,5964,1517
4165,3524,8296,3135,7899,415,5633,1392,4939,1153,5965,1530
5667,3525,8295,3134,7900,1648,275,5887,1613,6588,4404,6972
4868,3526,768,6490,1260,5000,2261,7732,2968,894,189,5955
7773,3527,8294,431,5477,2281,5185,2486,5260,2567,5573,1721
4601,3528,8293,3151,7883,4266,7395,3109,8153,449,2395,7781
1095,3529,8292,3166,7932,2249,5179,2492,793,5806,2916,8299
8811,3530,8291,3164,7934,2244,5158,475,5832,3053,7733,2774
1806,3531,8290,3163,1345,1562,5019,1907,278,2441,5027,1851
4816,3532,1355,5158,2473,7723,324,5906,1599,6601,4367,6942
9325,3535,8287,3267,8090,2297,5112,2551,121,588,8083,3195
9323,3534,8288,3153,7882,4263,7369,2953,122,589,8036,3521
9324,3533,8289,3161,7922,2231,5169,2502,120,590,8037,3533
4184,3536,8286,3266,8091,2007,413,5580,2405,5371,3065,7914
4265,3537,8285,3264,1127,6251,4009,6612,3710,2086,5262,2574
3262,3538,507,5804,1819,5415,2589,7517,3113,7782,933,5992
4621,3539,1049,6276,862,6430,3861,351,5883,3129,7897,3407
2261,3540,8284,3256,8097,2391,5295,936,6281,2227,1715,5279
1061,3541,379,1699,4659,7127,4382,6984,4626,6927,634,6315
8066,3542,1670,4867,2088,5191,409,5600,2444,5314,2472,7645
4140,3543,8283,3255,8098,2377,1034,6028,1288,1169,581,6300
5207,3544,8282,3271,8027,1219,6157,3951,6612,2029,5121,2508
1511,3545,1065,1184,4821,2162,5455,2260,5165,2219,4936,954
7411,3546,8281,3282,8019,2627,7856,3476,8021,4335,430,654
8773,3547,8280,3279,291,6011,1748,5355,2666,5965,1920,5096
8774,3548,8279,3278,290,6012,1746,5030,1993,6524,4284,7005
9309,3549,8250,3005,307,5711,830,6449,4128,8084,3969,7248
9310,3550,8141,2294,303,5856,826,6453,4156,8086,3967,7250
8771,3551,8034,2364,7668,4682,2317,7737,2963,5744,1135,4867
8769,3552,8140,2297,7731,4172,7215,4251,7387,4942,1134,4868
8770,3553,8004,2412,7871,4269,7397,3108,8128,4048,1133,4869
1295,3554,8003,1844,5431,425,5624,1346,6203,3389,7687,2816
3296,3556,8001,2425,7860,4280,7415,3095,8139,786,6282,4060
3297,3555,8002,2409,7872,4251,7376,2949,7631,847,5756,1719
2925,3557,8000,2028,5083,1960,5420,734,454,7208,4506,7067
7016,3560,7997,1246,4767,2860,7473,3044,8188,3991,6922,4320
7018,3558,7999,1244,4769,2858,7475,3043,8189,3990,6923,4318
7017,3559,7998,1245,4768,2859,7474,3031,8201,3981,6932,4161
118,3561,7996,411,5494,481,5582,2372,5300,3391,7685,2818
1243,3562,7995,273,5846,1252,6187,3863,6595,4784,7220,2960
3240,3563,7994,2441,237,5995,2024,5094,1937,455,1657,5364
4711,3564,7993,2440,7815,1776,4856,1879,4846,413,3056,8276
4734,3565,7992,2438,7848,4276,7417,788,5785,3492,428,5546
4594,3566,7991,2428,7858,347,396,5609,2435,972,6052,1269
4399,3567,7990,2435,7851,468,5652,204,5290,2008,5112,2516
5542,3568,7989,4253,1120,6200,3997,6624,3685,2097,1586,4685
8481,3569,7988,121,5722,508,5590,1440,217,4509,7310,2888
8657,3570,432,5672,1745,5472,2496,7769,2876,1180,387,5519
8787,3571,7987,4251,7029,3858,6604,3756,6863,2072,418,5554
2612,3572,2053,5196,2442,7690,872,6339,4026,7967,1786,734
9038,3574,7985,4237,6978,3807,849,6431,4118,8143,3717,6552
9039,3573,7986,4247,7002,3813,850,6430,4119,8142,3718,6551
9040,3575,7984,4235,6980,3805,851,6429,4120,8141,3719,6534
5411,3577,7982,4256,7025,1209,6167,3941,6536,4625,7412,3108
5410,3576,7983,4255,7026,1210,6166,3942,6535,4626,7411,3109
9220,3578,8005,2415,7869,4289,423,5529,2454,5305,2454,7810
9221,3579,7981,4275,7009,3778,424,5528,2455,5304,2455,7809
4351,3580,8006,2408,7873,224,5827,1565,5086,1700,6239,4041
1416,3581,8008,784,6383,1102,618,5672,1492,6095,2169,5205
101,3582,8031,1209,4859,2951,7561,2792,7540,3802,7971,3580
8988,3583,769,6489,1061,6308,4179,4553,7181,5144,2443,7820
2607,3585,8029,1261,4752,2918,7650,2714,839,1065,6179,3849
2606,3584,8030,1260,4753,2917,7651,2713,840,1068,6176,3852
1976,3586,8028,2454,7775,1137,6221,215,5405,610,8174,3120
9242,3588,8026,2452,7777,1136,6222,212,5387,611,8176,3119
9243,3587,8027,2453,7776,1135,6223,214,5398,609,8316,3239
4199,3589,8025,2451,7778,4313,7332,2923,1018,6064,2159,720
6848,3594,8020,1262,4751,2919,7649,2715,7790,3725,7992,3502
6851,3595,8019,1263,4750,2920,7648,2716,7789,3726,7991,3503
6841,3593,8021,1264,4749,2913,7655,2709,7794,3721,7996,3500
6838,3590,8024,1267,4746,2924,7644,2720,7785,3719,7998,3499
6843,3597,8017,1268,4745,2925,7643,2721,7784,3730,7987,3566
6842,3596,8018,1265,4748,2921,7647,2717,7788,3727,7990,3534
6849,3591,8023,1269,4772,2855,7477,3042,8190,3989,6924,4079
6853,3603,8011,1270,4773,2853,7479,3040,8192,3988,6925,4317
6846,3600,8014,1273,4801,2990,7586,2771,7502,3788,7929,3556
6850,3601,8013,1274,4800,2991,7585,2772,7501,3789,7928,3557
6847,3602,8012,1275,4799,2992,7584,2773,7500,3790,7927,3558
6839,3592,8022,1266,4747,2923,7645,2719,7786,3729,7988,3535
6845,3599,8015,1272,4789,2877,7457,3118,8176,4054,6849,4463
6844,3598,8016,1271,4774,2852,7480,3039,8193,3987,6926,4166
5544,3604,8010,2420,1225,4973,2133,5234,2550,646,7556,2738
7130,3605,8009,2419,7866,4285,631,5662,1472,6165,2289,359
516,3606,8007,1235,4836,2975,7571,2784,7489,3852,8115,3230
519,3607,7979,1236,4834,2998,7578,2778,7495,3819,7954,3581
1858,3609,7978,530,388,5687,2049,5128,1963,6496,4254,7328
1856,3611,7949,526,396,5653,1863,5304,2715,5901,1868,5448
1854,3608,7953,528,392,5684,2044,5133,2505,5853,1802,5501
1857,3610,7950,529,390,5630,2626,7427,3018,5728,2979,8339
1855,3612,7948,527,393,5655,1828,5279,2681,5978,1798,5505
5121,3613,7947,4289,1045,6265,4160,7358,3082,1682,6254,4026
5122,3614,7946,4299,1043,6267,4158,7360,3080,1680,6256,4024
6674,3615,7945,4300,6932,3852,6578,3831,6567,1321,1199,4808
7528,3617,7943,4312,440,5675,337,5896,1610,6591,4376,6962
7527,3616,7944,4301,475,5816,338,5895,1609,6592,4375,6936
1630,3618,7942,1509,1270,4989,1323,1300,6237,2511,5618,163
3669,3619,7941,4314,6922,3842,1573,4611,7126,396,384,5522
332,3620,7940,4233,6982,187,5795,1542,1047,2305,4918,1750
8490,3621,7939,4187,7321,3377,7925,3416,8076,493,751,6451
3414,3622,7938,4067,7186,2063,5526,2396,5279,264,4248,7333
3875,3623,7937,4063,7189,3866,6598,237,4659,6923,4762,2088
1848,3624,7936,4057,7195,677,5715,1632,5030,7181,4479,565
1546,3625,7935,4096,7340,1328,1616,120,491,1074,6170,3857
4622,3626,7934,4086,7335,1182,6239,3884,6519,1147,6105,3912
4624,3627,7933,4084,7350,1183,6238,3885,6518,1148,6104,3914
2877,3628,7932,4053,7198,3875,1475,4637,2129,534,7280,2970
8349,3629,1452,4788,2136,5216,2734,7631,2809,1558,1542,4787
5487,3630,7931,4010,7175,3948,6531,3802,6880,1871,1507,4760
4672,3631,295,6011,3875,6626,3878,677,5653,1819,6353,3993
5476,3632,7930,4026,7164,1171,1309,4832,2182,2151,5208,2596
8652,3636,7927,4022,719,6363,4132,7207,4355,7168,985,6183
8650,3635,7951,4298,462,5742,1760,5342,2647,5954,982,6186
8649,3634,7928,4024,718,6364,4131,7208,4354,7169,984,6184
8651,3633,7929,4025,717,6365,4130,7209,4352,7171,983,6185
1112,3637,7952,4323,6941,3831,6568,778,5795,3484,8209,3149
7009,3638,7954,1214,4856,2936,7633,2730,7807,3761,8010,3490
5001,3639,1567,4920,2662,7515,2968,8153,3308,1988,5183,2451
8054,3641,495,5842,1433,4802,2447,7872,3557,7750,3395,6770
8053,3640,496,5841,1412,5106,2228,5164,2606,5837,1817,5489
8344,3647,7972,4195,7313,1191,763,6266,1489,6098,2177,5185
8342,3642,7977,4266,7017,1196,757,6272,1437,6144,2332,7851
8346,3645,7974,4197,7311,1193,761,6268,1486,6101,2175,5200
8341,3646,7973,4196,7312,1192,762,6267,1498,6111,2240,7753
8345,3644,7975,4231,6984,1194,760,6269,1477,6110,2239,7754
8343,3643,7976,4234,6981,1195,758,6271,1482,6105,2171,5203
7164,3648,7971,4209,7000,3812,6726,4421,7064,5027,1035,6200
2061,3649,1168,5034,784,1614,1365,5021,2002,6516,4292,7002
4750,3650,7970,801,6399,505,5588,1449,615,8135,3696,6571
4751,3651,7969,821,6411,506,5589,1451,613,8158,3703,6565
947,3652,7968,362,975,6100,1815,5290,2728,2486,580,6301
7647,3653,1091,6297,3845,6603,927,6063,1243,6296,1991,5047
2514,3654,529,5760,1688,4862,2147,1084,6408,2855,1369,4798
5194,3655,7967,4220,6992,1719,4672,2055,223,488,2648,7594
8888,3658,7964,4326,6958,639,5689,1744,4654,6879,4455,7144
8886,3656,7966,4215,6996,643,5685,1732,4724,7462,3584,6873
8887,3659,7963,4344,6953,616,5766,1644,5020,7188,4472,7155
8885,3657,7965,4342,6955,608,5771,1637,5026,7184,4476,7151
4627,3660,7962,4363,7115,1451,940,6051,1320,1857,1313,4940
4654,3661,7961,451,279,6020,1733,4714,2058,5482,3153,7907
1664,3662,7960,438,5470,2263,5202,2641,7857,3715,8002,543
6607,3663,7959,4359,7119,3988,6678,4398,7023,688,5505,2382
6608,3664,7958,4358,7120,3970,6691,4388,7032,679,7793,3442
6606,3665,7957,4355,7032,3841,6561,3841,6559,687,5444,2213
3458,3666,1529,4768,2025,5239,2862,8235,3414,486,2640,7598
5067,3667,1194,5013,2773,1777,1485,4615,7122,5189,2346,7826
43,3668,7956,1170,5465,2302,5107,2557,7759,3601,8304,3248
3237,3669,1604,4947,2687,7556,255,5964,1803,6480,4267,7020
505,3670,773,1207,4861,2952,7560,2767,7506,3784,7933,3553
8568,3672,8032,2349,7683,4552,7174,4230,7231,779,6223,562
8570,3671,7955,4351,6946,3818,6576,3833,6566,898,5998,561
7313,3676,8033,2361,7671,4688,2312,7742,2960,892,6141,3940
408,3675,842,1304,4950,2704,7788,2832,7446,3843,8094,3186
407,3673,775,1303,4951,2721,7830,3495,8063,4344,6780,4518
7314,3674,7980,4270,7014,3792,6888,4535,7138,982,5989,1452
8454,3677,8088,2613,7397,3393,993,6006,1719,6700,4119,7370
1079,3678,1173,689,162,6052,1720,4727,111,1638,6534,3826
8948,3681,8110,2499,7795,4360,7352,765,5750,3393,967,6021
8947,3680,8111,2548,7458,3648,6775,764,5751,3344,965,6023
8946,3679,8112,2550,7483,3651,6773,763,5752,3292,966,6022
7157,3682,1841,5595,1701,4882,2154,5216,2509,5851,918,6007
8674,3686,8106,2504,7791,4359,7353,2968,7555,1208,5838,1444
8677,3684,8108,2490,7803,4717,2335,7662,2737,1209,5837,1446
8675,3685,8107,2488,7804,4355,7357,2964,7559,1206,5840,1442
8676,3683,8109,2491,7802,4357,7355,2966,7557,1207,5839,1443
4370,3687,8105,1201,4807,2068,5523,2426,5311,3305,7515,244
552,3688,1282,4999,2632,7827,1508,4667,2159,5570,3122,319
4456,3689,1456,4784,2008,1663,4683,2045,5352,2059,5124,2504
9189,3691,1085,6300,3814,6915,651,6298,4001,8013,4033,7192
9188,3690,1087,6299,3816,6914,648,6300,3999,8015,4031,7194
9187,3692,1086,6288,3843,6605,572,5649,1353,6008,2213,7718
4961,3693,1823,5443,1411,5107,900,6385,3951,1980,5187,2435
828,3694,8104,1227,4844,2947,7564,2789,7516,3774,7943,3544
1537,3695,8103,1226,4845,2946,7565,2788,7514,3776,7941,3546
6298,3696,8102,285,5834,4211,1363,5023,2000,6518,4290,1155
2637,3697,8101,2522,1351,5149,2787,1207,6061,1333,976,6190
1905,3698,8100,2521,7477,3688,6918,4459,633,8279,709,6341
8753,3699,8099,2519,7479,1309,4947,1969,5417,607,8261,3344
8754,3700,8098,2518,7480,1308,4920,1824,4830,608,8268,3338
8938,3706,8092,2510,7788,4334,7316,2933,305,654,7821,3431
8936,3702,8096,2515,7633,4425,7056,4106,321,655,7823,3445
8939,3705,8093,2511,7636,4432,7050,4111,347,657,7839,3447
8934,3701,8097,2517,7481,3669,6760,4334,315,659,7842,3457
8935,3703,8095,2507,7789,4358,7354,2967,303,658,7867,3372
8937,3704,8094,2514,7395,3414,8071,3540,339,656,7830,3468
2041,3707,8091,1984,5063,3260,7972,333,5640,2724,5378,2273
9239,3708,519,5766,1810,5423,2584,7522,3108,7785,3318,8021
9238,3709,520,5765,1653,4857,2425,7831,3532,7762,3384,6779
1374,3710,8090,1276,4798,1786,4847,1888,4780,7396,3463,1008
1425,3711,8113,500,5658,2492,7425,3090,8143,4035,6880,1156
1617,3712,8089,1740,5331,407,5639,1380,4949,7371,3502,1140
5409,3713,8114,2553,7500,3617,6739,4412,7071,711,521,5643
5408,3715,8139,2298,7730,4170,7217,4249,7389,694,525,5640
5407,3714,8116,2555,7511,3542,6804,4358,7348,692,514,5650
726,3720,8134,1302,4924,2745,7809,3457,8039,4368,6731,4374
722,3718,8136,1298,4776,2868,7465,3053,8237,4127,6957,4146
723,3716,8138,1301,4864,2970,7545,2747,7816,3753,8018,3485
724,3719,8135,1300,4863,2971,7544,2748,7815,3754,8017,3486
725,3717,8137,1299,4862,2954,7558,2765,7508,3781,7924,3560
8025,3721,8133,2213,5155,3336,7902,3438,8114,4315,961,6027
2441,3723,8131,488,5669,2488,6490,3651,6776,1474,6484,3633
2442,3722,8132,490,5667,2462,5261,2636,7861,1473,6485,3632
2443,3724,8130,491,5666,2444,5220,2625,7698,1475,6482,3635
8907,3725,8129,2203,5120,3205,8257,3376,273,1308,5936,1473
8906,3726,8128,2189,5117,3208,8254,3379,272,1306,5914,1531
8905,3727,8127,2199,5108,3216,8246,3329,264,1307,5913,1533
4271,3728,8126,2191,884,6468,3777,6547,3922,1289,5928,1463
2733,3729,2061,419,971,6104,1807,5327,2635,2422,5012,1126
5029,3730,8125,354,5533,2652,7835,722,5611,2916,5429,2227
2849,3731,8124,2328,7641,4658,2389,735,5604,2852,5483,2391
4263,3732,8123,2543,160,5972,2000,5116,1974,2112,5295,2562
1089,3733,8122,1167,6102,1409,4897,1791,536,6811,4230,7347
8790,3735,8120,2546,7460,1431,944,6048,1297,6052,2220,7711
8791,3734,8121,2545,7461,1432,945,6047,1298,6051,2221,7710
8928,3736,8119,2560,7506,1129,6143,3962,6690,1216,5829,1451
5429,3737,1325,5130,148,5895,1925,5485,2326,5213,2377,7871
8721,3740,8115,2554,7512,3541,425,704,5569,2848,5487,2399
8719,3739,8117,2557,7509,3543,434,706,5567,2822,5350,2241
8720,3738,8118,2559,7507,3558,445,705,5568,2849,5486,2400
1018,3741,321,1809,5281,3153,8305,3284,1134,6189,2264,7670
8196,3742,8087,312,5859,4349,7362,895,6352,2761,5400,2196
5434,3743,8061,2598,7410,3406,8078,326,5708,2686,5682,1601
5432,3744,8086,2612,7398,3394,8084,328,5610,2930,5450,2290
5433,3745,8058,2591,7416,3520,8043,327,5784,3542,8165,3129
7132,3746,494,1649,4641,7200,4347,6955,4593,6951,4683,1051
7836,3747,8057,2506,7790,1277,4944,1972,5415,3268,7574,2735
7837,3748,8056,2379,7834,1278,4943,1973,5414,3151,7902,3402
7310,3749,380,5659,234,5996,2023,5095,1936,6564,930,5995
8452,3750,8055,2376,7837,4209,7240,2996,7592,3962,1216,4852
8006,3753,8052,2372,7840,4220,7230,4236,7309,4822,951,6034
8005,3752,8053,2373,7839,4219,7231,4235,7226,4848,950,6035
8008,3755,8050,2388,7826,4242,7384,3028,8204,3978,949,6036
8004,3751,8054,2375,7838,4215,7235,3616,6742,4433,948,6037
8007,3754,8051,2370,7842,4247,7379,2947,7634,3898,947,6038
4617,3756,1070,6285,3859,6625,1597,4591,7087,2354,1512,4755
8909,3759,8047,2394,919,6151,4038,7239,4383,7097,684,6274
8908,3758,8048,2395,922,6149,4040,7237,4385,7095,653,6242
9173,3757,8049,2389,921,6150,4039,7238,4384,7096,654,6241
3697,3760,8046,2343,7689,4567,7102,265,5052,7213,4501,7072
2463,3761,373,5692,1761,5461,2503,7793,2881,1013,6013,1702
6591,3762,1742,5509,1829,5406,833,6446,4104,8154,3707,6562
8806,3764,8044,2337,7681,626,5700,1582,173,5026,2763,7560
8807,3763,8045,2342,7690,669,5723,1625,174,5028,2762,7561
8750,3766,1071,6273,3821,6767,4420,7131,4219,1151,6103,3915
8749,3765,1072,6286,3856,6624,3879,6655,3731,1152,5979,1406
9131,3768,8042,2336,7666,1240,6197,3854,6604,1312,5962,1481
9130,3769,8041,2335,7665,1239,6198,3853,6605,1313,5961,1475
9132,3767,8043,2329,7640,1238,6173,3877,6555,1314,5960,1467
4106,3770,8040,2334,7664,4710,2341,703,5570,2283,1693,5298
8152,3772,8038,2332,7638,4546,7180,4225,7236,4889,1056,6121
8153,3771,8039,2333,7637,4436,7017,4196,7206,4994,1055,6122
5271,3773,8037,2331,7639,4591,7078,4114,7278,522,1395,4624
5393,3775,8059,2593,838,6451,803,6413,3958,8027,4019,7266
5392,3774,8036,2330,863,6429,792,6423,4126,8110,3688,6548
6426,3776,8035,2346,7686,4549,7177,922,6321,621,1014,6218
4706,3777,8060,2595,7413,3410,8075,3538,865,5495,3196,7932
4705,3780,8084,2609,7401,3396,8082,3534,863,5553,3138,7979
4704,3778,8062,2586,7420,3636,6756,4339,864,5557,3135,7981
4707,3779,8085,2611,7399,3395,8083,3533,862,5582,2841,8181
3815,3781,8083,2622,7451,516,1300,1033,6486,4666,7133,1060
6549,3782,8082,2623,1301,5136,867,6356,3949,8034,1688,5333
6816,3783,8081,2637,1064,1826,154,5795,1788,784,6271,4071
4180,3784,8080,2634,7442,373,692,6325,4013,7978,3934,6625
1266,3785,8079,563,5614,2498,7739,742,5599,2758,1569,4701
9063,3787,8077,2628,905,6164,4059,7277,4287,6978,4710,2134
8661,3786,8078,2633,7443,3610,6746,4347,7359,4987,501,295
8660,3791,8073,2602,7406,3401,8080,3536,6810,4411,484,288
9061,3789,8075,2603,904,6165,4082,7194,4189,8091,3965,7252
9062,3788,8076,2614,903,6166,4081,7195,4277,6985,4705,2139
8662,3790,8074,2575,7491,3660,6769,4328,7317,4891,518,273
6649,3792,8072,2582,7454,3622,6734,233,4636,6892,1454,4570
3002,3793,1868,5627,1643,4921,2174,5257,2702,2159,5255,433
7858,3795,8070,1329,4929,2699,7793,2827,7450,3839,8098,3182
7857,3794,8071,1328,4930,2698,7794,3145,8324,4081,7024,4088
4162,3797,8068,2572,7494,3661,6768,4329,143,4830,7178,4228
4161,3796,8069,2566,7499,3667,6762,4333,145,4815,7244,2940
4631,3798,426,5678,916,6154,4037,7240,4382,616,1379,4640
1508,3799,8067,2568,7498,3666,6763,395,934,6580,4438,7125
7180,3800,8066,2567,7486,1228,6151,3956,6695,4435,7327,2876
7179,3801,8065,2583,7453,1229,6150,3957,6694,4446,7369,2992
7181,3802,8064,2584,7422,1230,6149,3958,6693,4448,7367,2907
8410,3805,7494,4207,6913,3828,6571,3836,6564,1204,5842,1417
8409,3803,8063,2585,7421,3637,6757,4338,7341,1205,5841,1440
8408,3804,7926,4021,7166,4000,6671,4405,7075,1203,5843,1396
5141,3806,1566,4921,231,6026,1772,5331,2631,5889,1934,5097
8189,3808,7492,4258,7023,1086,6030,1511,4982,1370,5862,1394
8190,3807,7493,4208,7151,1067,6046,1431,4961,1369,5863,1395
2171,3809,6924,3746,6446,2098,5505,2443,1051,1530,6438,86
8493,3811,6922,3748,6444,1188,6236,3887,6516,4591,7391,3066
8491,3810,6923,3747,6445,1187,6237,3886,6517,4590,7392,3065
7618,3814,1211,5055,2727,7467,3223,7894,3506,7727,926,5986
7619,3813,1212,5054,2728,7466,3224,7893,3507,7726,927,5998
7617,3812,1213,5052,2730,7464,3226,7891,3539,7757,925,5999
3099,3815,6921,3749,6443,2070,5522,657,1141,6232,2003,1100
324,3816,802,408,614,1223,1474,4638,2128,5494,3197,7931
6784,3817,6920,3750,6442,3521,8042,3528,7425,528,7471,3000
7597,3820,6917,3753,6439,3535,6807,4357,7349,1377,5858,1380
7595,3819,6918,3752,6440,3534,6808,4356,7350,1379,5883,1524
7596,3818,6919,3751,6441,3532,6810,4354,7352,1378,5882,1525
3923,3821,6916,3754,6438,1581,4875,1811,1063,1508,6404,3704
4992,3823,6914,3756,6436,428,5622,1351,6198,3294,7498,968
4991,3822,6915,3755,6437,427,5623,1341,6149,3520,8238,967
8433,3824,6913,3757,6435,3539,6805,628,5637,2912,917,6008
9251,3827,6910,3761,6459,3556,6791,4370,346,3365,7677,2824
9249,3826,6911,3760,6432,3562,6812,4353,314,4627,7410,3110
9248,3828,6909,3784,6471,3544,6803,4359,329,2814,5355,2237
9246,3830,6907,3786,6469,3546,6801,4361,340,2603,5708,1565
9250,3829,6908,3785,6470,3545,6802,4360,330,2737,5393,2202
9247,3825,6912,3758,6434,3561,6787,4374,345,2643,5724,1570
7614,3832,6905,3810,6628,486,5577,2377,5295,3364,7654,2666
7615,3831,6906,3808,6630,487,5576,2378,5294,3373,7699,2865
8148,3833,797,6523,4417,7389,3285,8079,3606,7691,1420,4662
8581,3835,525,5763,1699,1383,4891,1784,196,5076,2666,7637
8580,3834,526,5762,1692,1381,4889,1796,195,5044,2748,7571
5444,3836,1257,4963,2619,7838,3600,6898,4406,7078,1537,4791
7809,3837,6904,1337,4969,2823,7446,3130,8165,4065,7015,4097
7807,3838,6903,1338,4981,2811,7516,3068,8223,4000,6860,4441
7808,3840,6925,1339,4980,2812,7515,3069,8222,4011,6848,4464
7810,3839,6902,1340,4979,2813,7513,3071,8220,4014,6846,4466
4724,3841,319,1787,5240,3082,8126,3234,8244,4144,6971,4195
8679,3842,6901,3814,6624,3444,8107,3223,8252,4139,6949,976
8678,3843,6926,3744,6448,3526,7424,3116,8178,4038,6878,975
9059,3844,1076,6310,960,6172,4075,7245,4378,7126,4526,7082
9060,3846,1077,6309,959,6173,4074,7262,4302,7017,4835,1798
9058,3845,1078,6308,961,6142,4046,7258,4305,7014,4838,1795
7678,3849,6950,3782,6473,3606,6749,4344,7362,1387,5904,1543
7679,3847,6928,3762,6460,3555,6792,4369,7193,1385,5906,1541
7680,3848,6951,3775,6480,3662,6767,4330,7315,1386,5905,1542
3246,3850,287,6019,3895,6563,3972,6576,3746,2117,1735,5320
2984,3851,6949,3772,365,492,5572,2381,5291,2978,7770,2800
9258,3852,465,5810,1880,5585,2613,7466,3161,7798,454,5703
8536,3854,6947,3766,6488,1339,4951,1964,4782,7419,3415,6811
8537,3853,6948,2642,7435,1340,4950,1966,5099,7347,3485,6749
8846,3856,6945,3768,6486,3655,514,5697,1276,6317,2044,5240
8847,3855,6946,3767,6487,3654,476,5548,2493,5862,1919,5109
9108,3857,6944,3769,6485,1166,6252,4047,6631,4704,356,5603
9107,3858,6943,3770,6484,1165,6253,4046,6632,4703,359,5570
9029,3860,6941,3773,6482,1270,6174,3876,495,7395,3489,6746
9028,3859,6942,3771,6483,1268,6176,3874,593,8098,3829,6650
9027,3861,6940,3765,6476,1269,6175,3875,594,8089,3966,7251
8786,3865,6936,3778,6477,1204,6172,3878,6554,1263,5789,1641
8785,3866,6935,3779,6475,1200,6233,3889,6514,1266,5786,1644
8782,3864,6937,3777,6478,1201,6232,3890,6513,1265,5787,1643
8783,3863,6938,3776,6479,1202,6230,3891,6512,1267,5785,1645
8784,3862,6939,3774,6481,1203,6200,3880,6523,1264,5788,1642
4363,3868,6933,3781,6474,525,5603,1433,938,6715,4054,276
4364,3867,6934,3780,6462,531,5597,1437,937,6713,4056,277
7714,3869,6932,1345,4975,2817,7452,3124,8171,4059,7021,4091
622,3871,6930,1343,4977,2815,7483,3037,8195,3974,6938,4160
