id,cluster
6164,4
6165,66
6166,1
6167,7
6168,7
6169,12
617,72
6170,13
6171,13
6172,55
6173,4
6174,2
6175,12
6176,12
6177,21
6178,47
6179,11
618,72
6180,2
6181,35
6182,37
6183,44
6184,3
6185,81
6186,56
6187,21
6188,19
6189,5
619,55
6190,12
6191,28
6192,46
6193,28
6194,57
6195,31
6196,4
6197,12
6198,31
6199,15
62,8
620,49
6200,14
6201,12
6202,6
6203,57
6204,17
6205,68
6206,6
6207,1
6208,19
6209,5
621,56
6210,22
6211,65
6212,36
6213,1
6214,66
6215,66
6216,13
6217,22
6218,6
6219,21
622,45
6220,48
6221,74
6222,55
6223,39
6224,48
6225,37
6226,4
6227,34
6228,49
6229,38
623,49
6230,62
6231,65
6232,38
6233,3
6234,48
6235,2
6236,11
6237,23
6238,72
6239,4
624,77
6240,12
6241,66
6242,37
6243,27
6244,18
6245,1
6246,2
6247,14
6248,54
6249,51
625,59
6250,34
6251,57
6252,15
6253,33
6254,45
6255,3
6256,28
6257,57
6258,56
6259,19
626,71
6260,47
6261,6
6262,1
6263,45
6264,45
6265,17
6266,39
6267,1
6268,13
6269,36
627,79
6270,65
6271,17
6272,17
6273,12
6274,49
6275,64
6276,18
6277,13
6278,35
6279,66
628,7
6280,72
6281,46
6282,19
6283,17
6284,69
6285,21
6286,9
6287,48
6288,15
6289,8
629,53
6290,19
6291,35
6292,13
6293,9
6294,32
6295,74
6296,5
6297,39
6298,74
6299,22
63,8
630,8
6300,4
6301,21
6302,15
6303,35
6304,55
6305,28
6306,9
6307,19
6308,16
6309,41
631,57
6310,67
6311,64
6312,58
6313,19
6314,7
6315,28
6316,7
6317,79
6318,37
6319,9
632,9
6320,27
6321,65
6322,67
6323,57
6324,24
6325,41
6326,83
6327,66
6328,19
6329,17
633,26
6330,67
6331,42
6332,19
6333,65
6334,41
6335,55
6336,14
6337,11
6338,19
6339,65
634,63
6340,55
6341,31
6342,64
6343,62
6344,63
6345,6
6346,66
6347,37
6348,24
6349,21
635,75
6350,28
6351,11
6352,18
6353,56
6354,12
6355,11
6356,19
6357,16
6358,32
6359,9
636,56
6360,45
6361,7
6362,51
6363,38
6364,37
6365,37
6366,34
6367,56
6368,6
6369,22
637,63
6370,11
6371,13
6372,67
6373,4
6374,43
6375,22
6376,4
6377,6
6378,61
6379,19
638,68
6380,15
6381,34
6382,17
6383,28
6384,12
6385,65
6386,39
6387,46
6388,73
6389,41
639,78
6390,75
6391,28
6392,8
6393,56
6394,15
6395,65
6396,37
6397,1
6398,71
6399,46
64,67
640,79
6400,11
6401,12
6402,37
6403,41
6404,76
6405,21
6406,55
6407,1
6408,55
6409,51
641,68
6410,17
6411,48
6412,48
6413,3
6414,26
6415,11
6416,55
6417,15
6418,6
6419,4
642,75
6420,3
6421,21
6422,21
6423,35
6424,17
6425,21
6426,4
6427,3
6428,1
6429,13
643,66
6430,81
6431,46
6432,15
6433,55
6434,45
6435,15
6436,17
6437,21
6438,1
6439,21
644,47
6440,15
6441,55
6442,37
6443,5
6444,6
6445,17
6446,6
6447,11
6448,57
6449,41
645,77
6450,31
6451,62
6452,19
6453,28
6454,27
6455,13
6456,24
6457,17
6458,7
6459,1
646,75
6460,17
6461,66
6462,37
6463,55
6464,14
6465,6
6466,2
6467,13
6468,11
6469,65
647,72
6470,82
6471,1
6472,23
6473,19
6474,13
6475,5
6476,81
6477,64
6478,12
6479,53
648,52
6480,6
6481,12
6482,11
6483,2
6484,17
6485,11
6486,19
6487,56
6488,65
6489,61
649,75
6490,11
6491,17
6492,23
6493,11
6494,48
6495,15
6496,15
6497,65
6498,15
6499,4
65,63
650,63
6500,12
6501,26
6502,54
6503,24
6504,55
6505,81
6506,1
6507,17
6508,34
6509,71
651,3
6510,57
6511,13
6512,49
6513,31
6514,1
6515,1
6516,68
6517,17
6518,11
6519,76
652,82
6520,26
6521,35
6522,15
6523,44
6524,48
6525,11
6526,45
6527,56
6528,56
6529,22
653,3
6530,22
6531,18
6532,25
6533,11
6534,64
6535,14
6536,13
6537,3
6538,23
6539,6
654,67
6540,21
6541,5
6542,56
6543,53
6544,61
6545,2
6546,11
6547,65
6548,3
6549,76
655,49
6550,41
6551,9
6552,56
6553,1
6554,15
6555,18
6556,68
6557,21
6558,67
6559,15
656,46
6560,21
6561,66
6562,4
6563,61
6564,54
6565,37
6566,1
6567,15
6568,55
6569,11
657,72
6570,11
6571,83
6572,14
6573,66
6574,37
6575,28
6576,13
6577,32
6578,68
6579,23
658,73
6580,15
6581,64
6582,67
6583,5
6584,6
6585,19
6586,36
6587,39
6588,37
6589,28
659,63
6590,62
6591,28
6592,11
6593,5
6595,56
6596,17
6597,14
6598,15
6599,18
66,67
660,68
6600,62
6601,13
6602,2
6603,39
661,57
662,73
663,8
664,69
665,7
666,75
667,67
668,74
669,27
67,71
670,59
671,78
672,57
673,69
674,71
675,79
676,67
677,82
678,75
679,57
68,73
680,8
681,72
682,75
683,77
684,78
685,54
686,48
687,71
689,8
69,7
690,9
691,6
692,72
693,73
694,8
695,72
696,63
697,78
699,72
7,76
70,67
700,48
701,67
702,69
703,75
704,78
705,67
706,71
707,75
708,54
709,77
71,77
710,69
712,32
713,75
714,3
715,42
716,48
717,82
718,7
719,41
72,71
720,63
721,6
722,7
723,29
724,65
725,8
726,67
727,6
728,81
729,8
73,81
730,79
731,75
733,74
734,67
735,72
736,83
737,78
738,56
739,72
74,7
740,77
741,69
742,3
743,8
744,69
745,41
746,71
747,63
748,7
749,66
75,67
750,6
751,75
752,78
753,67
754,66
755,8
756,78
757,71
758,69
759,68
76,7
760,82
761,54
762,63
763,68
764,32
765,72
766,8
767,24
768,57
769,68
77,8
770,7
771,59
772,9
773,32
774,67
775,82
776,82
777,83
778,67
779,59
78,75
780,79
781,6
782,72
783,8
784,69
786,63
787,77
788,32
789,45
79,68
790,73
791,68
792,69
793,73
794,69
795,74
796,63
797,6
798,75
799,75
8,78
80,67
800,81
801,69
802,68
803,69
804,67
805,27
806,67
807,2
808,66
809,81
81,6
810,67
811,72
812,75
813,75
814,58
815,12
816,63
817,71
818,71
819,69
82,82
820,68
821,66
822,7
823,68
824,68
825,55
826,27
827,78
828,67
829,79
83,72
830,54
831,69
832,6
833,72
834,79
835,61
836,54
837,72
838,41
839,72
84,78
840,33
841,12
842,77
843,3
844,72
845,75
846,71
848,3
849,18
85,66
850,79
851,69
852,71
853,73
854,79
855,73
856,6
857,35
858,68
859,75
86,77
860,35
861,42
862,79
863,57
864,67
865,28
866,59
867,82
868,77
869,66
87,67
870,77
871,68
872,72
873,47
874,72
875,46
876,61
877,72
878,2
879,61
88,69
880,57
881,75
882,75
883,69
884,82
885,66
886,73
887,3
888,73
889,3
89,75
890,78
891,73
892,68
893,75
894,55
895,71
896,66
897,75
898,79
899,66
9,67
90,67
900,44
901,67
902,74
903,78
904,7
905,47
906,24
907,24
908,69
909,52
91,74
910,6
911,9
912,32
913,11
914,75
915,75
916,3
917,63
918,69
919,17
92,76
921,75
922,57
923,76
924,75
925,63
926,8
927,72
928,73
929,63
93,78
930,69
931,63
932,3
933,46
934,71
935,82
936,77
938,63
939,46
94,81
940,47
941,24
942,67
943,68
944,57
945,82
946,68
947,75
948,76
949,62
95,68
950,49
951,32
952,48
953,67
954,82
955,6
956,69
957,8
958,55
959,45
960,63
961,69
962,58
963,78
964,71
965,63
966,71
967,67
968,75
969,68
97,55
970,63
971,63
972,82
973,77
974,67
975,71
976,63
977,59
978,78
979,63
98,7
980,66
981,41
982,57
983,71
984,77
985,66
986,7
987,68
988,69
989,9
99,73
990,68
991,8
992,6
993,6
994,75
996,22
997,78
998,78
999,6
