id,PageRankScore,T0PRScore,T1PRScore,T3PRScore,T5PRScore,T6PRScore,T7PRScore,T9PRScore,T10PRScore,T13PRScore,T14PRScore,T15PRScore,T16PRScore,T17PRScore,T18PRScore,T19PRScore,PageRankRank,T0PRRank,T1PRRank,T3PRRank,T5PRRank,T6PRRank,T7PRRank,T9PRRank,T10PRRank,T13PRRank,T14PRRank,T15PRRank,T16PRRank,T17PRRank,T18PRRank,T19PRRank
8243,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2356,7794,555,3871,5780,2727,7544,7814,2667,7432,2806,484,5573,2400,7857,3346
3100,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497774,6.693474580860542e-05,6.946043492708545e-05,2821,8108,3287,3194,3213,8315,3105,3640,6813,2853,8220,3097,7884,675,6246,4058
2395,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,0.0004802183878055728,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0004314453033133229,6.946043492708545e-05,3001,7936,3487,4144,4231,7302,2802,3533,6855,362,5495,2263,7716,2781,481,5665
4392,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.0004457730858232786,2817,8112,3283,3163,2810,7570,2557,3189,7928,4280,6937,4379,1838,5423,2560,499
8673,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,0.00040502226876967774,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.0004457730858232786,3022,7950,3475,517,714,6439,3518,4544,1864,4963,1866,5398,922,5999,1450,314
5038,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497774,6.693474580860542e-05,6.946043492708545e-05,3053,7915,3451,2996,3274,8267,3181,3464,6665,4674,2115,5164,2020,672,6249,4054
4450,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2857,8324,3330,2932,3552,8045,3380,438,5490,1129,6137,357,5460,2355,7836,3339
5511,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2535,7373,3039,1471,5712,2660,7598,607,6259,4145,7300,2837,8123,3214,7919,3315
2709,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.00035878866371425084,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,0.0005374005843795165,6.482113851154247e-05,0.0004314453033133229,6.946043492708545e-05,2733,8194,3240,3260,3443,589,6247,6560,3494,7355,2708,7516,231,5829,482,5664
3766,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,0.00040502226876967774,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.0004457730858232786,2331,7816,2915,557,865,6547,3634,3676,6491,3516,6840,4405,1839,5422,2561,500
1168,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497785,6.693474580860542e-05,6.946043492708545e-05,2597,7568,2834,2511,2748,7838,3309,3652,6814,2852,8222,3159,7891,669,6251,4052
8875,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2499,7470,624,3748,3406,7966,3388,4475,4472,2123,4980,1973,4919,2350,7841,3334
3084,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087376,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2827,8165,3233,3218,2925,7640,2497,3528,580,6216,3946,321,5428,2348,7843,3332
6386,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2709,7523,602,3726,3370,7992,3429,4448,493,6169,3763,6600,4183,7318,2873,8205
8203,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,0.0005550289209300745,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2245,7709,583,3809,283,6043,1271,5644,1120,2201,5150,1837,5292,2374,7846,3329
2332,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497785,6.693474580860542e-05,6.946043492708545e-05,3043,7957,3469,4173,3855,6919,4348,4166,7315,2615,7400,2933,8351,668,6252,4051
2394,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,0.0004802183878055728,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0004314453033133229,6.946043492708545e-05,3002,7935,3488,4145,4232,7301,2803,3503,6697,254,5887,1301,4798,2435,420,5538
9232,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0004314453033133229,6.946043492708545e-05,2718,7514,3112,2624,2352,5398,2186,596,5601,1548,4464,1635,4483,7068,518,5661
7555,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2769,8222,3243,3238,3483,8096,3028,3389,6731,4045,7325,436,5394,2581,7427,2822
5137,0.00012200775969351655,0.0005786691969992374,5.4433026550707303e-05,0.00040502226876967774,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2912,283,5604,673,1124,6308,3895,3849,6638,4438,7046,365,5452,2364,7828,3259
81,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497785,6.693474580860542e-05,6.946043492708545e-05,2249,7705,2950,1465,3794,6968,4026,4255,6962,2838,8233,3179,8059,650,6209,3872
8479,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,0.00040502226876967774,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2875,8306,3344,419,750,6353,3852,3867,6561,1440,4812,1948,4943,2551,7424,2824
7772,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0004314453033133229,6.946043492708545e-05,2323,7726,2931,2469,2705,7817,3267,3277,496,6186,3805,6629,4212,6990,528,5624
8941,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0004314453033133229,6.946043492708545e-05,2487,7419,3024,2113,2095,5569,1075,3983,7242,2529,7787,2660,7603,2698,529,5623
238,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497785,6.693474580860542e-05,6.946043492708545e-05,3007,7930,3481,4185,3803,6961,4032,4257,6961,2812,8195,3028,8106,643,6215,3863
7273,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.0004457730858232786,2492,7443,3175,1646,1937,5495,2134,1992,5036,2869,8176,2981,8245,3333,8012,517
8480,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,0.00040502226876967774,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2876,8305,3345,421,752,6339,3927,4297,6958,2250,5107,1678,4914,2433,7766,3204
1658,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0004314453033133229,6.946043492708545e-05,2383,7833,2901,2174,5756,2810,8139,8348,3161,7899,3246,8015,3262,8106,531,5621
8859,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2555,7353,582,3808,2648,7856,3294,3617,6784,2828,8180,560,5536,2454,7806,3195
2693,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2738,8189,3213,3298,3446,7960,3392,600,5929,1588,4487,1298,4801,2410,7817,3184
9094,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.0004457730858232786,2450,7770,2893,2146,2109,5558,1026,1753,5302,2708,7618,2500,7433,3007,8255,519
7255,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2476,7430,3096,2673,2428,5354,2024,2272,7700,3473,6696,362,5455,2360,7819,3182
6668,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2636,7593,2841,2342,3058,8211,2985,3361,484,6188,3803,336,5445,2371,7822,3179
2795,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2766,8225,3324,3153,2863,7467,2838,723,6206,3577,6783,4213,6891,4115,7383,2862
7193,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,0.0004787966899689382,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0004314453033133229,0.0004457730858232786,2526,7413,3030,2104,2282,5264,404,2662,7422,2595,7479,2867,8159,3126,448,520
208,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497785,6.693474580860542e-05,6.946043492708545e-05,2964,8288,3415,3114,2826,7555,2570,3146,7968,3104,7935,3263,8041,664,6226,4023
7661,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2833,8159,3212,3288,3465,7943,3405,4382,535,6251,3970,339,5448,2368,7825,3176
8030,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,0.00035878866371425084,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2314,7644,2772,2852,882,663,6209,6485,3559,6971,4158,7302,2530,7480,2948,8139
3813,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2228,7698,562,3872,3941,6629,3587,672,6234,3998,7185,4102,6930,4137,7378,2867
8235,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,0.0004802183878055728,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2252,7702,594,3847,3991,6651,3627,4372,543,355,5500,2258,7720,2778,8191,3869
676,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,0.0004787966899689382,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497785,6.693474580860542e-05,6.946043492708545e-05,2605,7560,2984,1424,1389,5035,405,2664,7420,2748,7519,2892,8323,646,6211,3870
7025,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,0.0004802183878055728,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497785,6.693474580860542e-05,6.946043492708545e-05,2694,7509,3117,2610,2525,7776,2619,3176,7880,248,5890,1309,4818,649,6210,3871
7702,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,0.0004802183878055728,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.0004457730858232786,2849,8143,3312,3144,5796,2757,8187,8256,3213,351,5503,2255,7723,2776,8192,526
7737,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,0.0004607809409051866,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497774,6.693474580860542e-05,6.946043492708545e-05,2841,8151,3304,3280,3460,7947,3402,4379,7131,3208,555,6227,3671,680,6228,4021
1418,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2656,7573,615,3715,3375,8019,3341,3571,6880,2807,8199,3024,8267,3327,8018,2871
490,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,0.0004663166618087378,0.0004802183878055728,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2779,8212,3252,3223,2899,7496,2872,3315,566,365,5492,2268,7712,2784,8187,4027
8278,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,0.00040502226876967774,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,0.0004457730858232786,2333,7814,2916,560,868,6545,3571,4411,7045,3118,7986,3433,6813,4435,7138,341
3861,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,0.0004663166618087378,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2219,7670,2805,2878,1878,5504,947,541,271,2162,5125,1805,5136,2220,7719,3223
288,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,0.00041931036248497785,6.693474580860542e-05,6.946043492708545e-05,2877,8304,3346,2964,3867,6911,4325,4173,7309,2621,7395,2937,8347,639,6219,4031
7512,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2740,8187,3215,3302,5754,2803,8174,8167,3019,2160,5127,1813,5315,2552,7423,2825
8242,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2357,7793,534,3874,5597,2828,8124,8337,3172,7921,3281,367,5450,2366,7826,3258
8202,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,0.0005550289209300745,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2246,7708,584,3810,282,6028,1128,5618,1019,2178,5171,1765,5110,2269,7740,3257
8103,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,0.0004607809409051866,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0004314453033133228,6.946043492708545e-05,2235,7719,2938,2600,2327,5399,2160,2077,5018,2792,532,5912,1124,4808,580,5638
2402,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2996,7941,3482,4186,3804,6960,4033,553,5574,1183,6090,1357,4741,2260,7747,3250
3625,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2351,7799,540,3880,3948,6623,3593,4367,7141,2181,5168,1766,5109,2270,7739,3246
3210,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,0.00046345078448377527,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2209,7666,2809,2308,2554,7696,2695,2857,8216,7106,2947,407,5355,2501,7468,2835
3689,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2372,7842,3518,4108,4247,7344,2731,580,5614,1464,4849,1958,4933,2507,7464,2838
1859,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2536,7372,2985,1422,1410,5102,2333,576,5615,1463,4850,1957,4934,2509,7462,2842
5229,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,0.0003900264973258845,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2967,8285,3418,3165,2905,7571,2556,575,5616,1462,4851,1956,4935,2510,7461,2843
4593,0.00012200775969351655,9.440659471066516e-05,0.00035168364276787694,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,6.693474580860542e-05,6.946043492708545e-05,2873,8308,692,4289,6996,4346,7105,6625,3689,958,5993,1377,4785,2253,7754,3244
8880,0.00012200775969351655,9.440659471066516e-05,5.4433026550707303e-05,6.307962172545298e-05,8.977483942455356e-05,5.504313711100556e-05,7.540575820653681e-05,6.042897592889118e-05,7.313870252085908e-05,7.56655680790344e-05,7.21409706019723e-05,7.262156609649681e-05,8.496775442807955e-05,6.482113851154247e-05,0.0004314453033133229,6.946043492708545e-05,2503,7466,3182,1565,1620,4858,1710,2131,5155,1720,4612,2078,4889,1484,522,5628
